176	Q0	1090904_nation_story_11449653.utf8	1	12.048466	Shuvam_Banerji_Seal_22MS076
176	Q0	1090905_frontpage_story_11454541.utf8	2	11.947402	Shuvam_Banerji_Seal_22MS076
176	Q0	1101130_nation_story_13238955.utf8	3	11.679491	Shuvam_Banerji_Seal_22MS076
176	Q0	1090908_nation_story_11465393.utf8	4	11.529053	Shuvam_Banerji_Seal_22MS076
176	Q0	1101202_nation_story_13248378.utf8	5	11.175938	Shuvam_Banerji_Seal_22MS076
176	Q0	1090903_nation_story_11445143.utf8	6	10.961919	Shuvam_Banerji_Seal_22MS076
176	Q0	1090905_nation_story_11454463.utf8	7	10.634830	Shuvam_Banerji_Seal_22MS076
176	Q0	1090917_nation_story_11506656.utf8	8	10.534930	Shuvam_Banerji_Seal_22MS076
176	Q0	1100902_nation_story_12886472.utf8	9	10.423494	Shuvam_Banerji_Seal_22MS076
176	Q0	1090907_nation_story_11460480.utf8	10	10.237443	Shuvam_Banerji_Seal_22MS076
176	Q0	1100929_nation_story_12995580.utf8	11	10.204516	Shuvam_Banerji_Seal_22MS076
176	Q0	1090904_nation_story_11449741.utf8	12	10.178733	Shuvam_Banerji_Seal_22MS076
176	Q0	1090903_frontpage_story_11445134.utf8	13	10.159993	Shuvam_Banerji_Seal_22MS076
176	Q0	1100903_nation_story_12890529.utf8	14	10.070421	Shuvam_Banerji_Seal_22MS076
176	Q0	1090904_nation_story_11449693.utf8	15	9.988221	Shuvam_Banerji_Seal_22MS076
176	Q0	1090527_nation_story_11024932.utf8	16	9.970483	Shuvam_Banerji_Seal_22MS076
176	Q0	1101208_nation_story_13272953.utf8	17	9.932999	Shuvam_Banerji_Seal_22MS076
176	Q0	1101126_nation_story_13223927.utf8	18	9.794147	Shuvam_Banerji_Seal_22MS076
176	Q0	1100709_nation_story_12663510.utf8	19	9.757291	Shuvam_Banerji_Seal_22MS076
176	Q0	en.3.326.386.2009.9.4	20	9.746392	Shuvam_Banerji_Seal_22MS076
176	Q0	1090903_nation_story_11445147.utf8	21	9.740050	Shuvam_Banerji_Seal_22MS076
176	Q0	1091126_nation_story_11788457.utf8	22	9.639992	Shuvam_Banerji_Seal_22MS076
176	Q0	1090904_frontpage_story_11449754.utf8	23	9.610866	Shuvam_Banerji_Seal_22MS076
176	Q0	1080410_nation_story_9118720.utf8	24	9.441081	Shuvam_Banerji_Seal_22MS076
176	Q0	1101126_nation_story_13223941.utf8	25	9.387851	Shuvam_Banerji_Seal_22MS076
176	Q0	1090905_nation_story_11454462.utf8	26	9.386742	Shuvam_Banerji_Seal_22MS076
176	Q0	1091006_frontpage_story_11580862.utf8	27	9.372450	Shuvam_Banerji_Seal_22MS076
176	Q0	1100601_nation_story_12509550.utf8	28	9.218730	Shuvam_Banerji_Seal_22MS076
176	Q0	1100726_nation_story_12726908.utf8	29	9.203353	Shuvam_Banerji_Seal_22MS076
176	Q0	1091128_nation_story_11795570.utf8	30	9.075984	Shuvam_Banerji_Seal_22MS076
176	Q0	1061016_nation_story_6876191.utf8	31	9.054508	Shuvam_Banerji_Seal_22MS076
176	Q0	1101231_nation_story_13374136.utf8	32	9.005201	Shuvam_Banerji_Seal_22MS076
176	Q0	1101224_nation_story_13342954.utf8	33	8.915977	Shuvam_Banerji_Seal_22MS076
176	Q0	1100108_nation_story_11957978.utf8	34	8.868495	Shuvam_Banerji_Seal_22MS076
176	Q0	1101129_nation_story_13234470.utf8	35	8.650317	Shuvam_Banerji_Seal_22MS076
176	Q0	1070511_nation_story_7762695.utf8	36	8.563251	Shuvam_Banerji_Seal_22MS076
176	Q0	1090907_opinion_story_11450515.utf8	37	8.520142	Shuvam_Banerji_Seal_22MS076
176	Q0	1090903_frontpage_index.utf8	38	8.440889	Shuvam_Banerji_Seal_22MS076
176	Q0	1090904_frontpage_index.utf8	39	8.360066	Shuvam_Banerji_Seal_22MS076
176	Q0	1090904_nation_index.utf8	40	8.360066	Shuvam_Banerji_Seal_22MS076
176	Q0	1090914_nation_story_11491543.utf8	41	8.331502	Shuvam_Banerji_Seal_22MS076
176	Q0	1090907_opinion_story_11458582.utf8	42	8.320448	Shuvam_Banerji_Seal_22MS076
176	Q0	1101125_nation_story_13219395.utf8	43	8.299091	Shuvam_Banerji_Seal_22MS076
176	Q0	1090114_nation_story_10388004.utf8	44	8.285256	Shuvam_Banerji_Seal_22MS076
176	Q0	1090903_nation_story_11445139.utf8	45	8.264675	Shuvam_Banerji_Seal_22MS076
176	Q0	1060709_nation_story_6455391.utf8	46	8.254938	Shuvam_Banerji_Seal_22MS076
176	Q0	1090904_nation_story_11449749.utf8	47	8.227632	Shuvam_Banerji_Seal_22MS076
176	Q0	1100610_nation_story_12549247.utf8	48	8.212866	Shuvam_Banerji_Seal_22MS076
176	Q0	1101029_nation_story_13112068.utf8	49	8.205145	Shuvam_Banerji_Seal_22MS076
176	Q0	1090112_nation_story_10377337.utf8	50	8.132516	Shuvam_Banerji_Seal_22MS076
176	Q0	1050413_nation_story_4608541.utf8	51	8.108571	Shuvam_Banerji_Seal_22MS076
176	Q0	1050927_nation_story_5289136.utf8	52	8.099801	Shuvam_Banerji_Seal_22MS076
176	Q0	1101122_nation_story_13205726.utf8	53	8.073805	Shuvam_Banerji_Seal_22MS076
176	Q0	1101217_nation_story_13312152.utf8	54	8.007695	Shuvam_Banerji_Seal_22MS076
176	Q0	1090906_nation_story_11457379.utf8	55	7.985583	Shuvam_Banerji_Seal_22MS076
176	Q0	1100110_nation_story_11961824.utf8	56	7.964043	Shuvam_Banerji_Seal_22MS076
176	Q0	1060406_nation_story_6064914.utf8	57	7.950685	Shuvam_Banerji_Seal_22MS076
176	Q0	1091231_nation_story_11926934.utf8	58	7.913986	Shuvam_Banerji_Seal_22MS076
176	Q0	1080406_nation_story_9101510.utf8	59	7.907339	Shuvam_Banerji_Seal_22MS076
176	Q0	1090903_frontpage_story_11445122.utf8	60	7.821459	Shuvam_Banerji_Seal_22MS076
176	Q0	1090905_nation_story_11454467.utf8	61	7.770463	Shuvam_Banerji_Seal_22MS076
176	Q0	1090904_frontpage_story_114496210.utf8	62	7.757610	Shuvam_Banerji_Seal_22MS076
176	Q0	1050214_nation_story_4374092.utf8	63	7.746934	Shuvam_Banerji_Seal_22MS076
176	Q0	1091204_nation_story_11819839.utf8	64	7.711735	Shuvam_Banerji_Seal_22MS076
176	Q0	1080414_nation_story_9135307.utf8	65	7.674108	Shuvam_Banerji_Seal_22MS076
176	Q0	1040602_frontpage_story_3319318.utf8	66	7.655813	Shuvam_Banerji_Seal_22MS076
176	Q0	1090404_nation_story_10772346.utf8	67	7.640640	Shuvam_Banerji_Seal_22MS076
176	Q0	1100103_opinion_story_11935648.utf8	68	7.537462	Shuvam_Banerji_Seal_22MS076
176	Q0	1080802_nation_story_9635923.utf8	69	7.456070	Shuvam_Banerji_Seal_22MS076
176	Q0	1040915_nation_story_3759097.utf8	70	7.407704	Shuvam_Banerji_Seal_22MS076
176	Q0	1050704_nation_story_4947264.utf8	71	7.395749	Shuvam_Banerji_Seal_22MS076
176	Q0	1101130_frontpage_story_13238975.utf8	72	7.385602	Shuvam_Banerji_Seal_22MS076
176	Q0	1060930_nation_story_6812661.utf8	73	7.316384	Shuvam_Banerji_Seal_22MS076
176	Q0	1101125_frontpage_story_132194970.utf8	74	7.234142	Shuvam_Banerji_Seal_22MS076
176	Q0	en.3.326.457.2009.9.3	75	7.230737	Shuvam_Banerji_Seal_22MS076
176	Q0	1100602_nation_story_12513703.utf8	76	7.206101	Shuvam_Banerji_Seal_22MS076
176	Q0	1100811_nation_story_12796214.utf8	77	7.163021	Shuvam_Banerji_Seal_22MS076
176	Q0	1061204_nation_story_7088830.utf8	78	7.144039	Shuvam_Banerji_Seal_22MS076
176	Q0	en.3.326.273.2009.9.3	79	7.119812	Shuvam_Banerji_Seal_22MS076
176	Q0	1041118_nation_story_4017728.utf8	80	7.096912	Shuvam_Banerji_Seal_22MS076
176	Q0	1041116_nation_story_4009241.utf8	81	7.091607	Shuvam_Banerji_Seal_22MS076
176	Q0	1070104_nation_story_7216938.utf8	82	7.084474	Shuvam_Banerji_Seal_22MS076
176	Q0	1040916_nation_story_3763405.utf8	83	7.079092	Shuvam_Banerji_Seal_22MS076
176	Q0	1101026_nation_story_13101422.utf8	84	7.061146	Shuvam_Banerji_Seal_22MS076
176	Q0	1050817_nation_story_5121696.utf8	85	7.022727	Shuvam_Banerji_Seal_22MS076
176	Q0	1050331_nation_story_4554965.utf8	86	7.022727	Shuvam_Banerji_Seal_22MS076
